Id,SalePrice
2387,130758.24
2388,99800.53
2389,124644.734
2390,145733.86
2391,149930.0
2392,103705.86
2393,170617.61
2394,141477.72
2395,218908.14
2396,140539.89
2397,220481.27
2398,139979.22
2399,48832.227
2400,50315.234
2401,107191.05
2402,137652.98
2403,151495.53
2404,155720.52
2405,174679.2
2406,139381.88
2407,123411.5
2408,155055.78
2409,120405.89
2410,194219.83
2411,105706.234
2412,157165.48
2413,122711.32
2414,143687.06
2415,143886.17
2416,115235.695
2417,110024.92
2418,125984.98
2419,132023.88
2420,126783.89
2421,147606.39
2422,113063.35
2423,129287.44
2424,167923.45
2425,262971.53
2426,153848.95
2427,124593.625
2428,197572.58
2429,96906.0
2430,128674.13
2431,122053.2
2432,141633.19
2433,139633.08
2434,136745.05
2435,160652.86
2436,95568.9
2437,91785.375
2438,119631.69
2439,115419.445
2440,121544.76
2441,98522.16
2442,99367.31
2443,135853.77
2444,152689.2
2445,69054.67
2446,137806.78
2447,197722.67
2448,131942.25
2449,103090.48
2450,162683.06
2451,141581.81
2452,192954.3
2453,77907.41
2454,127987.04
2455,135940.56
2456,116619.305
2457,117588.625
2458,119457.91
2459,90089.81
2460,159676.52
2461,114695.43
2462,130876.67
2463,115166.984
2464,178687.78
2465,131722.2
2466,112551.61
2467,159865.42
2468,80629.59
2469,70650.36
2470,215103.64
2471,205042.48
2472,173840.7
2473,110607.516
2474,80831.79
2475,221525.14
2476,93053.59
2477,112672.52
2478,164842.42
2479,106042.25
2480,146871.89
2481,124463.734
2482,126648.516
2483,97889.97
2484,133404.84
2485,117597.03
2486,153748.25
2487,241754.16
2488,159897.62
2489,160291.83
2490,151732.23
2491,81271.68
2492,196269.73
2493,169659.33
2494,158649.44
2495,81618.336
2496,251442.12
2497,147611.61
2498,100059.22
2499,84896.805
2500,122074.516
2501,129594.11
2502,154186.4
2503,91603.14
2504,202641.45
2505,229406.55
2506,268184.56
2507,283798.7
2508,266740.1
2509,235346.48
2510,233049.27
2511,189089.05
2512,216542.61
2513,232388.83
2514,235088.67
2515,155022.08
2516,189827.92
2517,153389.53
2518,166386.2
2519,227799.02
2520,222959.38
2521,196840.8
2522,238881.42
2523,119451.36
2524,150405.73
2525,151043.05
2526,140717.48
2527,105523.94
2528,119628.36
2529,145061.03
2530,134958.42
2531,256028.67
2532,235330.27
2533,218612.64
2534,235787.36
2535,279555.5
2536,247843.58
2537,231616.61
2538,195324.2
2539,199046.08
2540,198391.92
2541,200700.73
2542,177253.31
2543,132048.84
2544,111392.45
2545,147584.02
2546,134860.55
2547,154330.58
2548,153925.72
2549,182229.27
2550,603650.5
2551,145218.36
2552,124712.94
2553,52785.734
2554,85064.82
2555,108749.39
2556,86495.0
2557,115255.95
2558,181818.84
2559,118105.96
2560,160897.05
2561,129407.89
2562,130455.09
2563,125925.26
2564,191280.47
2565,155169.69
2566,163190.39
2567,126084.23
2568,208603.06
2569,208061.17
2570,119657.94
2571,200145.36
2572,143434.17
2573,232773.61
2574,241810.19
2575,125398.3
2576,130780.72
2577,155141.78
2578,67431.59
2579,42517.156
2580,104075.28
2581,158563.4
2582,119558.28
2583,264186.53
2584,170159.58
2585,223828.95
2586,222086.08
2587,209618.52
2588,137404.44
2589,149849.77
2590,229452.73
2591,266334.03
2592,218988.61
2593,271616.2
2594,173335.92
2595,202931.86
2596,301663.78
2597,213219.66
2598,281717.25
2599,301925.62
2600,220319.81
2601,140429.02
2602,77042.17
2603,94507.82
2604,83238.11
2605,77894.14
2606,156002.11
2607,244304.7
2608,231459.36
2609,181247.08
2610,91042.266
2611,144648.83
2612,168886.17
2613,127351.766
2614,116823.88
2615,157714.16
2616,165423.83
2617,208134.19
2618,237767.55
2619,224011.89
2620,210608.45
2621,186587.86
2622,200490.9
2623,237737.97
2624,297778.03
2625,266386.2
2626,186321.23
2627,159199.98
2628,354714.53
2629,370645.75
2630,307229.88
2631,368312.28
2632,341242.9
2633,267524.47
2634,352911.2
2635,163487.47
2636,203560.36
2637,189843.55
2638,258082.4
2639,196758.62
2640,165203.23
2641,103853.74
2642,191823.14
2643,120518.05
2644,132870.7
2645,105336.41
2646,95232.11
2647,116641.9
2648,140636.89
2649,147556.23
2650,113786.3
2651,141956.25
2652,333168.97
2653,256079.52
2654,261146.56
2655,346047.16
2656,307718.62
2657,304560.03
2658,279157.7
2659,284446.47
2660,315600.9
2661,311468.2
2662,323737.97
2663,283276.0
2664,252010.6
2665,301818.06
2666,269974.75
2667,194645.14
2668,194616.89
2669,196930.89
2670,274112.56
2671,202355.08
2672,207930.36
2673,209538.95
2674,219021.67
2675,177030.89
2676,208675.05
2677,210039.14
2678,256111.69
2679,272264.38
2680,272243.88
2681,340322.72
2682,301895.88
2683,406748.88
2684,296919.84
2685,300223.12
2686,258429.58
2687,285640.56
2688,219237.73
2689,200977.19
2690,352520.38
2691,194738.83
2692,139795.42
2693,215405.33
2694,138643.48
2695,212175.3
2696,198826.7
2697,204192.39
2698,211438.88
2699,175522.2
2700,155726.94
2701,163572.2
2702,128494.57
2703,129423.62
2704,150857.11
2705,100662.3
2706,99226.91
2707,133131.52
2708,116723.95
2709,92418.39
2710,121867.37
2711,303530.06
2712,351078.2
2713,179734.56
2714,154951.53
2715,178692.66
2716,155176.58
2717,212519.45
2718,226674.58
2719,162236.89
2720,190324.52
2721,136366.05
2722,171956.75
2723,161136.06
2724,120031.305
2725,129286.164
2726,144091.27
2727,186235.7
2728,182268.05
2729,148204.9
2730,139434.02
2731,117997.16
2732,119500.234
2733,175095.3
2734,152866.89
2735,130115.19
2736,147471.02
2737,103853.08
2738,137693.17
2739,168332.83
2740,143904.03
2741,139633.95
2742,180501.67
2743,158508.17
2744,171213.86
2745,149127.7
2746,130205.125
2747,152599.08
2748,114402.734
2749,132740.12
2750,117195.43
2751,130891.22
2752,222122.55
2753,180483.5
2754,287004.0
2755,133620.22
2756,95674.61
2757,79105.18
2758,72943.94
2759,152590.52
2760,136481.61
2761,152946.81
2762,147132.33
2763,220762.39
2764,154034.36
2765,279688.62
2766,123187.0
2767,65209.004
2768,114475.03
2769,127285.08
2770,144031.25
2771,95972.41
2772,102228.07
2773,164823.61
2774,133784.66
2775,126051.69
2776,141327.39
2777,152923.45
2778,103026.984
2779,121989.94
2780,93523.266
2781,79520.234
2782,86678.56
2783,83898.266
2784,119862.77
2785,140585.89
2786,48649.56
2787,108162.016
2788,66920.89
2789,188079.84
2790,84024.38
2791,116400.2
2792,52889.25
2793,146747.58
2794,85338.49
2795,106445.17
2796,78779.34
2797,208681.1
2798,119933.234
2799,115724.82
2800,63379.26
2801,92448.305
2802,122567.3
2803,170787.05
2804,129941.87
2805,89647.3
2806,71150.83
2807,160198.77
2808,163523.03
2809,105861.7
2810,124705.55
2811,181754.2
2812,174630.45
2813,175712.88
2814,171374.02
2815,97923.02
2816,213857.48
2817,157312.48
2818,123328.42
2819,181415.02
2820,150237.14
2821,116346.39
2822,200627.53
2823,315576.06
2824,188716.33
2825,185021.05
2826,132656.89
2827,133393.58
2828,245373.67
2829,211239.86
2830,243350.61
2831,193773.98
2832,250361.0
2833,276472.7
2834,225103.33
2835,233877.14
2836,216028.98
2837,173739.52
2838,159108.34
2839,202249.47
2840,206932.7
2841,207312.39
2842,241169.0
2843,151086.17
2844,174169.55
2845,110664.266
2846,219733.77
2847,221848.3
2848,215897.12
2849,210532.42
2850,276078.88
2851,227585.05
2852,244587.61
2853,250844.4
2854,151274.16
2855,212358.67
2856,210260.58
2857,196501.19
2858,214124.16
2859,123949.91
2860,130630.69
2861,137732.48
2862,221058.39
2863,125407.05
2864,251098.55
2865,147129.9
2866,165854.8
2867,80097.75
2868,114357.445
2869,107353.73
2870,148007.39
2871,92112.37
2872,20310.666
2873,98512.39
2874,131260.98
2875,103395.516
2876,164601.95
2877,108900.44
2878,136611.97
2879,141540.98
2880,90987.66
2881,130067.83
2882,153920.17
2883,182251.75
2884,195939.97
2885,167145.6
2886,237791.97
2887,98764.96
2888,126158.91
2889,44764.67
2890,65452.758
2891,144355.06
2892,41844.11
2893,69675.46
2894,39401.56
2895,281318.84
2896,258494.78
2897,208745.64
2898,156795.0
2899,213431.42
2900,175565.1
2901,206175.8
2902,198600.64
2903,308747.38
2904,320615.25
2905,84909.27
2906,216935.98
2907,115540.31
2908,128665.06
2909,153873.36
2910,56910.918
2911,78490.5
2912,161005.14
2913,77734.21
2914,67433.516
2915,73305.62
2916,80979.625
2917,206892.9
2918,106075.45
2919,241095.6
